Name,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp,Emo
10b02Aa.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.280865,0.011577745,6.2212973,6.284704,6.339221,0.11792374,4.640053,2.1149864,4.1614,1.7339098,3.6828275,0.066267006,-8.712866,-0.121654764,1.5660967,1.0740689,0.67088324,3.2980409,3.3535895,0.8196341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.878635,16.895144,-0.055622682,-0.005747222,3.6999586,13.877551,0.0,0.0,0.0,2.3899999,0.0,-3.0232387,NEG
12b01Wa.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.239498,0.029441597,6.188691,6.271024,6.331705,0.14301395,8.031962,8.560531,-1.6632733,5.049377,3.7250721,0.107867494,-7.841418,-0.267152,2.243879,0.8918734,0.6697807,3.682713,3.242251,0.83012366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0768757,17.109013,-0.056673106,-0.0073942277,3.713751,4.054054,0.0,0.0,0.0,2.1599998,0.0,-3.0558817,NEG
12a02Wc.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1699963,0.0548636,6.1896677,6.2634263,6.3280344,0.1383667,20.215334,12.808671,9.562085,8.775162,3.9244738,0.16748777,-7.5149612,-0.42235953,2.087991,1.2114512,1.1142887,2.5685408,3.077687,0.93037206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.327482,17.460411,-0.057611763,-0.007828249,3.8921084,2.7586207,0.0,0.0,0.0,1.39,0.0,-2.8862083,NEG
11a05Td.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.231798,0.014735646,6.1597366,6.2397833,6.309862,0.1501255,5.5464854,2.4379938,5.249044,2.6170487,3.7410398,0.0835203,-7.7758684,-0.18542726,2.8312624,0.7084113,1.2320777,2.0902631,3.9162352,0.7647821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.965685,17.046825,-0.057442464,-0.0071311453,3.7471018,12.897527,0.0,0.0,0.0,5.6,0.0,-3.1146798,NEG
09b03Ed.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.231889,0.02373807,6.1652174,6.271235,6.3291264,0.16390896,6.3980045,5.528483,5.700782,5.023591,3.8047435,0.12439966,-7.538663,-0.2946023,2.6428225,0.89350235,1.1555481,2.2288427,3.5788145,0.71420133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.1869154,17.222002,-0.056491304,-0.007592114,3.7902975,6.336634,0.0,0.0,0.0,4.99,0.0,-3.0195587,NEG
12a02Wa.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1807966,0.04031142,6.151001,6.2395787,6.317236,0.16623497,7.4189157,6.5890546,15.469689,19.73834,3.8403099,0.16117118,-7.6725154,-0.43575057,1.7957244,1.1963596,0.8473683,3.1921747,3.4690306,0.76395357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.324944,17.417128,-0.05681235,-0.0069282576,3.8657868,5.3691273,0.0,0.0,0.0,1.43,0.0,-2.930968,NEG
03b02Wb.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2558894,0.014388232,6.1918774,6.2705555,6.323275,0.13139772,5.0473046,2.4896915,4.238784,2.04513,3.7505875,0.09910216,-7.502368,-0.34573898,2.1121266,0.9015457,0.38236398,6.2733784,3.2579534,0.79279345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.3050714,17.43548,-0.056446508,-0.00838135,3.759065,10.725553,0.0,0.0,0.0,3.11,0.0,-2.9157639,NEG
08a01Na.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2634425,0.010586575,6.2046056,6.265722,6.3146067,0.11000109,4.884994,2.9692247,3.6416502,1.29656,3.6772745,0.07050329,-8.529993,-0.13830629,1.8889889,0.75165284,0.2749429,7.9054294,3.611617,0.7901419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.952038,16.979881,-0.056411278,-0.007069908,3.6924515,13.714286,0.0,0.0,0.0,1.6899999,0.0,-3.036639,IDL
08a01Wc.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.255574,0.011372654,6.191751,6.262788,6.3140945,0.12234354,5.1049323,2.0833242,4.317626,1.852995,3.6558151,0.08086318,-9.019076,-0.12936167,1.886623,0.88965696,0.028601484,72.74914,2.5412924,1.1048888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.015403,17.12806,-0.055865042,-0.0067795003,3.6778665,13.095239,0.0,0.0,0.0,1.62,0.0,-3.0034153,NEG
11a01Aa.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.248104,0.013720506,6.187827,6.257473,6.315981,0.1281538,5.6496162,2.911486,5.58178,3.1491904,3.6558917,0.074445866,-8.785048,-0.14578451,2.0557532,0.88395774,1.0407146,2.072101,3.2815156,0.9252614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.795145,16.817478,-0.055106312,-0.0064822375,3.6811907,13.636364,0.0,0.0,0.0,1.48,0.0,-3.1237867,NEG
08b02Nb.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2801814,0.010662676,6.225691,6.28268,6.335964,0.11027336,4.8606887,2.3861265,4.6021237,2.5554314,3.6367269,0.06910338,-8.5507765,-0.1296669,1.8530117,0.8592311,0.45157516,5.2044044,3.049483,0.9207014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.9475403,16.965757,-0.054984957,-0.0070881033,3.6451194,15.789474,0.0,0.0,0.0,2.98,0.0,-3.0104814,IDL
09a01Wb.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2768393,0.010518718,6.222986,6.273846,6.3326797,0.10969353,4.59914,1.968048,3.4543774,1.5310564,3.6056218,0.079643056,-8.51062,-0.1321393,1.7641975,0.9625222,0.39578184,4.716025,3.843494,0.6520215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.040098,17.136005,-0.055990398,-0.0072824834,3.6282833,13.6094675,0.0,0.0,0.0,1.63,0.0,-2.998486,NEG
11b02Ab.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2575965,0.017267544,6.206135,6.2595353,6.32734,0.12120533,5.1368127,1.843947,3.6958988,1.9614202,3.6983757,0.087429166,-8.282543,-0.2707149,1.8794504,1.0070055,0.32118234,5.914616,3.1076467,0.8401391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.913241,16.954714,-0.05639957,-0.0071352297,3.7007966,8.097166,0.0,0.0,0.0,2.4099998,0.0,-3.0646636,NEG
11a05Ad.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.262021,0.012621702,6.204874,6.267399,6.3242707,0.11939669,5.362526,2.8684423,3.9683647,2.3483925,3.6837134,0.083624706,-8.28487,-0.20904544,1.8897057,0.9654455,0.63526785,3.9458585,3.449485,0.7619931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.91636,17.035055,-0.055876777,-0.006678633,3.6930022,13.103449,0.0,0.0,0.0,2.84,0.0,-3.0551012,NEG
03a01Nc.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2021866,0.030206442,6.13693,6.253867,6.3266935,0.18976355,7.545963,5.4814253,5.687197,6.649913,3.8105888,0.120458424,-6.0238595,-0.7152279,2.7172701,0.8954466,1.0722303,2.2707534,3.5383823,0.78255683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.821813,18.011707,-0.05511635,-0.007910057,3.8007567,8.125001,0.0,0.0,0.0,1.54,0.0,-2.7853968,IDL
